Marca temporal,"Lea los siguientes términos y condiciones para el estudio. Antes de proceder, acéptelos.
Los presentes términos y condiciones regulan la participación en una encuesta anónima realizada como parte de la materia de Análisis de Datos, cuyo propósito es analizar factores personales, académicos, ambientales, fisiológicos y de desarrollo que puedan influir en la facilidad o dificultad para aprender a programar. La participación es voluntaria, pero todas las respuestas dentro del cuestionario son de carácter obligatorio para garantizar la completitud y validez del estudio. La encuesta es totalmente anónima: no se solicitará información que permita identificar de manera directa a los participantes, y los datos serán utilizados exclusivamente con fines académicos, tratados de forma confidencial y analizados de manera agregada.
El cuestionario incluye preguntas agrupadas en diversas categorías, entre ellas: datos sociodemográficos; hábitos de estudio y actividad académica; antecedentes formativos; hábitos de sueño, ejercicio y consumo; experiencias previas relacionadas con programación y lógica; características cognitivas y estilos de aprendizaje; contexto familiar y experiencias durante la infancia; factores fisiológicos o médicos relevantes para el desarrollo cognitivo; y condiciones ambientales o laborales que influyen en el aprendizaje. Algunas de estas categorías pueden incluir temas sensibles o de naturaleza personal; sin embargo, debido a los objetivos analíticos del estudio, todas las respuestas deben ser completadas para permitir la consistencia del análisis.
No se prevén riesgos directos derivados de la participación más allá del posible malestar asociado a responder preguntas personales o sensibles. La información recopilada no será compartida fuera del entorno académico de la materia. Al enviar el formulario, el participante confirma haber leído este texto y acepta los presentes términos y condiciones.",1. Género,2. Edad cumplida en años,"3. En caso de tener un trabajo remunerado, ¿Cuántas horas trabaja al día?","4. En caso de tener un trabajo, indique el giro más parecido de su trabajo.","5. Si usted ya cuenta con una carrera terminada, indíquela aquí","6. Durante su gestación, ¿Hubo algún problema de descalcificación?","7. Durante su infancia usted, ¿Usted consumió productos con Omega 3? Por ejemplo, Emulsión Scott",8. ¿Usted considera que creció con una familia disfuncional?,9. Marque aquellas actividades recreativas que realizaba habitualmente durante su infancia,"10. Durante su infancia, ¿Usted tenía hábitos de ahorro de dinero para comprar cosas de su interés?","11. En caso de haber contestado Sí a la pregunta anterior, ¿Qué cosas compraba con su dinero ahorrado?","12. Durante su infancia, ¿Usted tuvo algún trabajo remunerado?",13. Indique la colonia en la que vivió la mayor parte de su desarrollo desde su nacimiento hasta los 15 años,"14. En su formación primaria, secundaria y de preparatoria, ¿A cuál tipo de escuela asistió mayormente?",15. ¿Tenía experiencia previa en la programación antes de entrar a la escuela?,16. ¿Cuántas horas dedica semanalmente a estudiar y/o practicar programación (fuera de clases/trabajo obligatorio)?,"17. En una escala de 0 a 10, ¿Cómo calificaría su habilidad para programar?  ","18. ¿Con qué frecuencia utiliza herramientas de IA (como ChatGPT, Copilot, Gemini) como ayuda para resolver problemas de programación?  ",19. ¿Cuál es su principal motivación para aprender a programar?  ,"20. Antes de programar, ¿tuvo alguna experiencia con actividades que requieran lógica formal? Marque aquellas que correspondan. Deje en blanco si ninguna aplica.","21. Considerando la lengua extranjera en la que sea mejor, ¿Qué nivel considera que tiene?","22. Marque las estrategias de estudio que utiliza frecuentemente, sobre todo en materias de programación",23. ¿Cuántas horas utiliza para llegar de su hogar a la escuela? (viaje redondo) ,24. ¿Qué medio de transporte utiliza para llegar a la escuela?,"25. En promedio, ¿Cuántas horas duerme cada noche?",26. ¿Cuántos horas dedica para hacer ejercicio a la semana?,27. ¿Cuántas bebidas con cafeína (café y tés) consume en un día típico?,"28. ¿Cuántos refrescos negros (Coca-Cola, Pepsi, etc.) consume en un día típico?","29. ¿Cuántas bebidas azucaradas (refrescos no negros, aguas de sabor) consume en un día típico?",30. ¿Considera que su dieta habitual es balanceada?,"31. ¿Qué tipo de actividades extras (no académicas) tiene que cumplir antes de poder dedicar tiempo a programar? Marque las que correspondan. Si no hay ninguna, deje en blanco.",32. ¿Usted consume con regularidad alguna droga?,33. ¿Usted consume con regularidad algún estupefaciente?,34. ¿Usted estuvo bajo tratamiento psiquiátrico medicado durante el período de 1 año antes de entrar a la carrera?,35. ¿Cuántas horas a la semana dedica a jugar videojuegos?,36. ¿Cuál es su género de videojuegos favorito?,37. ¿Cuál era su materia favorita en la escuela primaria?,38. ¿Cuál es es el deporte que más le gusta ver?,39. ¿Cuál es es el deporte que más le gusta practicar?,"40. En caso de que sepa tocar un instrumento musical, indique el nivel que lo describe mejor.","41. Marque los instrumentos musicales que sepa tocar. En caso de que no sepa tocar un instrumento musical, deje en blanco.",42. ¿Cuál de las siguientes opciones describe mejor su forma de aprender?,"43. Razonamiento secuencial y reglas condicionales
Tenemos una máquina que puede procesar secuencias de símbolos. La máquina tiene un contador que comienza en 1. Al procesar los símbolos, sigue estas reglas:
- Si el símbolo es A, suma 2 al contador.
- Si es B, multiplica el contador por 2.
- Si es C, resta 3.
- Si el contador es negativo, vuelve a 0.

¿Cuál es el valor final del contador al aplicar la secuencia A, B, C, A, B, B, C, A?","44. Interpretación de instrucciones en lenguaje natural

Un programa analiza tres números respetando el orden en que se ingresan.
- Si el primero es par, intercambia el segundo y el tercero.
- Luego calcula la media de los dos últimos.
- Si esa media es mayor que el primero, suma 5 al primero.
- Finalmente imprime la suma total de los tres valores.

Entrada: 4, 7, 3 
¿Qué número se imprime?","45. Seguimiento de condiciones múltiples
Un proceso inicia con el número 5 y repite estas instrucciones 4 veces:
- Si el número actual es par, divídelo entre 2.
- Si es impar, multiplícalo por 3 y suma 1.
- Si el resultado es mayor que 20, réstale 10 antes de continuar.
¿Cuál es el número final después de las 4 iteraciones?","46. Retención y manipulación de pasos mentales

Lee las 5 reglas una sola vez. Luego, sin anotarlas, calcula el resultado final.
1. Empieza con 4
2. Suma el doble de 3.
3. Multiplica el resultado por el número de reglas impares.
4. Resta el número de reglas pares.
5. Divide el resultado entre 2.
¿Cuál es el número final?","47. Cuando me trabo en un problema, pruebo distintas estrategias antes de rendirme.  ",48. Prefiero entender por qué un programa falla en lugar de copiar la solución.,"49. Disfruto resolver problemas con varias condiciones, aunque me lleven tiempo.","50. Si no entiendo un tema, busco otra forma de aprenderlo (videos, ejemplos, foros).","51. Siento frustración al fallar, pero la uso para intentar de nuevo."
19/11/2025 15:36:25,Acepto participar en este estudio,Masculino,22,6,"Desarrollo o asistencia en ingeniería (programador junior, tester, asistente de laboratorio, apoyo en proyectos de diseño, análisis o control de calidad)",Tecnologo en Desarrollo de Software,No lo sé,No lo sé,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia)",Sí,Dulces,No,Benito Juárez ,Escuela pública,No,8,7,Frecuentemente (varias veces por semana),Oportunidades laborales/Salario,,Avanzado,"Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",2,Transporte público,5,0,2,0,1,No,"Laborales, Tareas del hogar, Compromisos sociales",No,Sí,No,2,Acción ,Matemáticas,Ninguno,Baloncesto,Novato,"Piano, Teclado, Sintetizador","Kinestésico (prefiero hacer las cosas, practicar)",19,19,2,9,5,5,5,4,3
19/11/2025 15:48:06,Acepto participar en este estudio,Femenino,22,7,"Servicios de alimentos (restaurantes, cafeterías, comida rápida, servicio a mesas, barista)",,No,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones)",Sí,"muñecas, ropa o cositas para mis muñecas",Sí,residencial santa margarita,Escuela privada (colegios),No,9,7,A veces (pocas veces al mes),Pasión/Curiosidad intelectual,robotica,Intermedio,"Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",1,En carro (manejo),6,5,2,0,0,Sí,"Laborales, Tareas del hogar, Compromisos sociales",No,No,No,0,Estrategia,Matemáticas,Béisbol,natación,No sé tocar un instrumento,,"Kinestésico (prefiero hacer las cosas, practicar)",19,19,2,14,4,5,4,4,5
19/11/2025 15:48:23,Acepto participar en este estudio,Masculino,22,8,"Desarrollo o asistencia en ingeniería (programador junior, tester, asistente de laboratorio, apoyo en proyectos de diseño, análisis o control de calidad)",Tecnólogo en Desarrollo de Software,No,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego creativo y artístico (Dibujo, pintura, manualidades, música, baile, construcción con materiales caseros o bloques, teatro infantil), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia)",Sí,Comida,No,"Olímpica, Poncitlán, Jalisco",Escuela pública,Sí,3,8,A veces (pocas veces al mes),Pasión/Curiosidad intelectual,Ajedrez,Avanzado,"Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",1,En carro (manejo),6,0,1,0,0,Sí,"Laborales, Tareas del hogar",No,No,No,1,RPG (Rol),Matemáticas,Fútbol Soccer,Natación,Novato,"Piano, Teclado, Sintetizador, Guitarra, Ukulele, Mandolina, Bajo","Visual (prefiero diagramas, videos)",19,19,2,14,5,5,5,5,5
19/11/2025 15:59:43,Acepto participar en este estudio,Masculino,20,0,No trabajo,Tecnologo CBTIS 246 Desarrollo de software.,No,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego creativo y artístico (Dibujo, pintura, manualidades, música, baile, construcción con materiales caseros o bloques, teatro infantil), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia), Actividades socioculturales o comunitarias (Participación en deportes organizados, grupos comunitarios, actividades religiosas, ferias locales, juegos tradicionales, convivencia con vecinos o familia extensa)",Sí,"Materiales de dibujo, ademas de accesorios para mi computadora (Algun control, teclado, mouse, audifonos), comida.",No,Tesistan,Escuela privada (colegios),Sí,8,8,Frecuentemente (varias veces por semana),Requisito académico/laboral,"Debate, Jugar Videojuegos, Dibujar",Intermedio,"Realizar mapas conceptuales, Escribir resúmenes, Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales, Active Recall (Repasar de memoria las cosas.)",1,Transporte público,7,1,0,1,1,A veces,"Tareas del hogar, Compromisos sociales",No,No,No,12,Horror,Educación Artística,Ninguno,Ping Pong ,No sé tocar un instrumento,,"Kinestésico (prefiero hacer las cosas, practicar)",14,19,1,23,4,4,4,5,4
19/11/2025 16:33:17,Acepto participar en este estudio,Masculino,19,0,No trabajo,,No lo sé,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales)",Sí,Principalmente le metía dinero a juegos online,No,Sur de Zacatecas ,Escuela pública,No,15,2,A veces (pocas veces al mes),Oportunidades laborales/Salario,,Básico,Ver videos tutoriales,2,Transporte público,7,0,1,1,0,No,Tareas del hogar,Sí,Sí,No,15,FPS (Disparos),Educación Física,Fútbol Soccer,Fútbol Soccer,No sé tocar un instrumento,,"Visual (prefiero diagramas, videos)",0,0,0,0,1,1,1,1,1
19/11/2025 16:37:55,Acepto participar en este estudio,Masculino,19,8,"Desarrollo o asistencia en ingeniería (programador junior, tester, asistente de laboratorio, apoyo en proyectos de diseño, análisis o control de calidad)",Técnico en programación ,No lo sé,No lo sé,Tal vez,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia), Actividades socioculturales o comunitarias (Participación en deportes organizados, grupos comunitarios, actividades religiosas, ferias locales, juegos tradicionales, convivencia con vecinos o familia extensa)",Sí,Videojuegos,Sí,Jardines del valle ,Escuela pública,Sí,3,5,A veces (pocas veces al mes),Pasión/Curiosidad intelectual,Ajedrez,Básico,"Realizar mapas conceptuales, Escribir resúmenes, Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",1,Transporte público,6,0,0,1,1,A veces,"Laborales, Tareas del hogar, Cuidado de familiares",No,No,No,3,FPS (Disparos),"Ciencias Sociales (Historia, Geografía)",Fútbol Soccer,Fútbol Soccer,No sé tocar un instrumento,,"Kinestésico (prefiero hacer las cosas, practicar)",19,,,,3,3,3,3,3
19/11/2025 16:59:01,Acepto participar en este estudio,Masculino,21,5,"Desarrollo o asistencia en ingeniería (programador junior, tester, asistente de laboratorio, apoyo en proyectos de diseño, análisis o control de calidad)",,No,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego creativo y artístico (Dibujo, pintura, manualidades, música, baile, construcción con materiales caseros o bloques, teatro infantil), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia), Actividades socioculturales o comunitarias (Participación en deportes organizados, grupos comunitarios, actividades religiosas, ferias locales, juegos tradicionales, convivencia con vecinos o familia extensa)",Sí,Video juegos,Sí,San Miguel ,Escuela privada (colegios),Sí,2,8,Frecuentemente (varias veces por semana),Requisito académico/laboral,Ajedrez,Intermedio,"Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges)",3,En carro (manejo),7,3,1,0,0,Sí,"Laborales, Tareas del hogar, Compromisos sociales",No,No,No,5,Estrategia,Matemáticas,Fútbol Soccer,Fútbol Soccer,Intermedio,"Piano, Teclado, Sintetizador, Guitarra, Ukulele, Mandolina, Bajo, Violín, Viola, Chelo, Contrabajo","Visual (prefiero diagramas, videos)",11,19,45,14,3,4,4,4,4
19/11/2025 17:18:57,Acepto participar en este estudio,Masculino,21,0,No trabajo,Técnico Mecatrónico,No,No lo sé,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales)",Sí,"Juguetes, electrónica ",Sí,Tesistan ,Escuela pública,No,3,7,Frecuentemente (varias veces por semana),Pasión/Curiosidad intelectual,Ajedrez,Básico,"Lectura y relectura, Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",3,Transporte público,7,0,1,0,1,A veces,Compromisos sociales,No,No,No,4,Estrategia,Educación Física,Ninguno,Fútbol Soccer,No sé tocar un instrumento,,"Kinestésico (prefiero hacer las cosas, practicar)",15,19,2,14,5,5,4,5,5
19/11/2025 20:01:26,Acepto participar en este estudio,Masculino,18,0,No trabajo,Técnico en programación ,Sí,No lo sé,Tal vez,"Juego creativo y artístico (Dibujo, pintura, manualidades, música, baile, construcción con materiales caseros o bloques, teatro infantil), Juego tecnológico o digital (Videojuegos, uso de computadoras, dispositivos móviles, juguetes electrónicos, actividades en línea adaptadas a la infancia)",Sí,Cosas de interés personal ,No,Constante cambio de casa pero principalmente en el municipio de Tonalá ,Escuela pública,Sí,3,6,A veces (pocas veces al mes),Pasión/Curiosidad intelectual,Filosofía,Básico,Practicar con ejercicios (incluyendo Code Challenges),1,En carro (alguien más maneja),5,3,3,2,2,No,Tareas del hogar,No,No,Sí,2,Estrategia,Ciencias Naturales,Baloncesto,Baloncesto,Novato,"Guitarra, Ukulele, Mandolina, Bajo","Kinestésico (prefiero hacer las cosas, practicar)",19,19,2,14,2,4,4,5,3
19/11/2025 20:26:29,Acepto participar en este estudio,Masculino,18,4,"Trabajo administrativo y captura de datos (asistente administrativo, recepción, auxiliar de archivo, captura de información para empresas o instituciones)",,No,Sí,No,"Juego físico y actividades al aire libre (Incluye correr, brincar, jugar en parques, bicicleta, futbol callejero, escondidas, exploración de patios o espacios naturales), Juego creativo y artístico (Dibujo, pintura, manualidades, música, baile, construcción con materiales caseros o bloques, teatro infantil), Juego simbólico e imaginativo (Jugar a la casita, superhéroes, muñecos, figuras de acción, crear historias, juegos de roles o dramatizaciones)",Sí,"Juguetes, juegos, tenis, etc.",No,Residencial El Tapatío,Escuela privada (colegios),No,2,2,Frecuentemente (varias veces por semana),Oportunidades laborales/Salario,"Ajedrez, Debate, Filosofía",Avanzado,"Practicar con ejercicios (incluyendo Code Challenges), Ver videos tutoriales",3,En carro (manejo),7,5,1,0,1,A veces,"Laborales, Tareas del hogar, Compromisos sociales",No,No,No,2,Carreras,Educación Física,Béisbol,Tenis,Novato,"Guitarra, Ukulele, Mandolina, Bajo","Kinestésico (prefiero hacer las cosas, practicar)",11,19,2,14,4,5,4,5,3
